2024-09-20 17:30:33.899 | INFO  | 50388 | [restartedMain] ｜ c.y.y.YupaoBackendDuplicateApplication ｜ line-55 ｜ traceId_ ｜ Starting YupaoBackendDuplicateApplication using Java 1.8.0_422 on 192.168.2.7 with PID 50388 (/Users/wangzhenzhou/IdeaProjects/yupi/yupao-backend-duplicate/target/classes started by wangzhenzhou in /Users/wangzhenzhou/IdeaProjects/yupi/yupao-backend-duplicate)
2024-09-20 17:30:34.941 | INFO  | 50388 | [restartedMain] ｜ o.s.b.w.e.tomcat.TomcatWebServer ｜ line-108 ｜ traceId_ ｜ Tomcat initialized with port(s): 8080 (http)
2024-09-20 17:30:34.946 | INFO  | 50388 | [restartedMain] ｜ o.a.coyote.http11.Http11NioProtocol ｜ line-173 ｜ traceId_ ｜ Initializing ProtocolHandler ["http-nio-8080"]
2024-09-20 17:30:34.946 | INFO  | 50388 | [restartedMain] ｜ o.a.catalina.core.StandardService ｜ line-173 ｜ traceId_ ｜ Starting service [Tomcat]
2024-09-20 17:30:34.946 | INFO  | 50388 | [restartedMain] ｜ o.a.catalina.core.StandardEngine ｜ line-173 ｜ traceId_ ｜ Starting Servlet engine: [Apache Tomcat/9.0.58]
2024-09-20 17:30:34.976 | INFO  | 50388 | [restartedMain] ｜ o.a.c.c.C.[.[localhost].[/api] ｜ line-173 ｜ traceId_ ｜ Initializing Spring embedded WebApplicationContext
2024-09-20 17:30:34.977 | INFO  | 50388 | [restartedMain] ｜ o.s.b.w.s.c.ServletWebServerApplicationContext ｜ line-290 ｜ traceId_ ｜ Root WebApplicationContext: initialization completed in 1044 ms
2024-09-20 17:30:35.021 | WARN  | 50388 | [restartedMain] ｜ i.n.r.d.DnsServerAddressStreamProviders ｜ line-70 ｜ traceId_ ｜ Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS.
2024-09-20 17:30:35.477 | INFO  | 50388 | [restartedMain] ｜ org.redisson.Version ｜ line-41 ｜ traceId_ ｜ Redisson 3.17.5
2024-09-20 17:30:35.548 | INFO  | 50388 | [redisson-netty-4-10] ｜ o.r.c.p.MasterPubSubConnectionPool ｜ line-158 ｜ traceId_ ｜ 1 connections initialized for localhost/127.0.0.1:6379
2024-09-20 17:30:35.568 | INFO  | 50388 | [redisson-netty-4-20] ｜ o.r.c.pool.MasterConnectionPool ｜ line-158 ｜ traceId_ ｜ 24 connections initialized for localhost/127.0.0.1:6379
2024-09-20 17:30:35.821 | INFO  | 50388 | [restartedMain] ｜ s.d.s.w.WebMvcPropertySourcedRequestMappingHandlerMapping ｜ line-69 ｜ traceId_ ｜ Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-09-20 17:30:35.909 | INFO  | 50388 | [restartedMain] ｜ o.s.b.d.a.OptionalLiveReloadServer ｜ line-58 ｜ traceId_ ｜ LiveReload server is running on port 35729
2024-09-20 17:30:36.183 | INFO  | 50388 | [restartedMain] ｜ o.a.coyote.http11.Http11NioProtocol ｜ line-173 ｜ traceId_ ｜ Starting ProtocolHandler ["http-nio-8080"]
2024-09-20 17:30:36.257 | INFO  | 50388 | [restartedMain] ｜ o.s.b.w.e.tomcat.TomcatWebServer ｜ line-220 ｜ traceId_ ｜ Tomcat started on port(s): 8080 (http) with context path '/api'
2024-09-20 17:30:36.258 | INFO  | 50388 | [restartedMain] ｜ s.d.s.w.p.DocumentationPluginsBootstrapper ｜ line-93 ｜ traceId_ ｜ Documentation plugins bootstrapped
2024-09-20 17:30:36.259 | INFO  | 50388 | [restartedMain] ｜ s.d.s.w.p.DocumentationPluginsBootstrapper ｜ line-79 ｜ traceId_ ｜ Found 1 custom documentation plugin(s)
2024-09-20 17:30:36.274 | INFO  | 50388 | [restartedMain] ｜ s.d.s.w.s.ApiListingReferenceScanner ｜ line-44 ｜ traceId_ ｜ Scanning for api listing references
2024-09-20 17:30:36.961 | INFO  | 50388 | [restartedMain] ｜ o.s.s.a.ScheduledAnnotationBeanPostProcessor ｜ line-315 ｜ traceId_ ｜ No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2024-09-20 17:30:36.972 | INFO  | 50388 | [restartedMain] ｜ c.y.y.YupaoBackendDuplicateApplication ｜ line-61 ｜ traceId_ ｜ Started YupaoBackendDuplicateApplication in 3.285 seconds (JVM running for 3.709)
2024-09-20 17:32:14.852 | INFO  | 50388 | [http-nio-8080-exec-1] ｜ o.a.c.c.C.[.[localhost].[/api] ｜ line-173 ｜ traceId_ ｜ Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-09-20 17:32:14.853 | INFO  | 50388 | [http-nio-8080-exec-1] ｜ o.s.web.servlet.DispatcherServlet ｜ line-525 ｜ traceId_ ｜ Initializing Servlet 'dispatcherServlet'
2024-09-20 17:32:14.856 | INFO  | 50388 | [http-nio-8080-exec-1] ｜ o.s.web.servlet.DispatcherServlet ｜ line-547 ｜ traceId_ ｜ Completed initialization in 3 ms
2024-09-20 17:32:14.904 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ request start, path: /api/user/login, ip: 0:0:0:0:0:0:0:1, params: [UserLoginRequest(userAccount=wzzAdmin, userPassword=12345678), org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@30ad59e9]
2024-09-20 17:32:14.907 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ c.y.yupao.controller.UserController ｜ line-56 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ userLogin 1
2024-09-20 17:32:14.907 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ c.y.yupao.controller.UserController ｜ line-61 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ userLogin 2
2024-09-20 17:32:14.907 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ c.y.yupao.controller.UserController ｜ line-65 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ userLogin 3
2024-09-20 17:32:14.908 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ c.y.yupao.controller.UserController ｜ line-71 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ userLogin 4
2024-09-20 17:32:14.936 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ com.zaxxer.hikari.HikariDataSource ｜ line-110 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ HikariPool-1 - Starting...
2024-09-20 17:32:15.107 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ com.zaxxer.hikari.HikariDataSource ｜ line-123 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ HikariPool-1 - Start completed.
2024-09-20 17:32:15.679 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ c.y.yupao.controller.UserController ｜ line-74 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ userLogin 5
2024-09-20 17:32:15.680 | INFO  | 50388 | [http-nio-8080-exec-2] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_04f313fb-3fa8-495d-97bb-1c3a16d413a2 ｜ request end, cost: 776ms
2024-09-20 17:32:54.618 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_603e53ce-964e-464c-80a8-66307aa07960 ｜ request start, path: /api/user/recommend, ip: 0:0:0:0:0:0:0:1, params: [8, 1, org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@7ce3fac3]
2024-09-20 17:32:54.635 | WARN  | 50388 | [http-nio-8080-exec-3] ｜ o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver ｜ line-208 ｜ traceId_603e53ce-964e-464c-80a8-66307aa07960 ｜ Resolved [com.yupi.yupao.exception.BusinessException: 未登录]
2024-09-20 17:33:04.442 | INFO  | 50388 | [http-nio-8080-exec-4] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_781b3cd8-ed5d-4b9c-940a-65d269282024 ｜ request start, path: /api/user/recommend, ip: 0:0:0:0:0:0:0:1, params: [8, 1, org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@3cf16d86]
2024-09-20 17:33:04.515 | WARN  | 50388 | [http-nio-8080-exec-4] ｜ o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver ｜ line-208 ｜ traceId_781b3cd8-ed5d-4b9c-940a-65d269282024 ｜ Resolved [com.yupi.yupao.exception.BusinessException: 未登录]
2024-09-20 17:33:05.758 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_80a4d1b8-1ffb-4363-9572-c30637590e30 ｜ request start, path: /api/user/login, ip: 0:0:0:0:0:0:0:1, params: [UserLoginRequest(userAccount=wzzAdmin, userPassword=12345678), org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@3cdb9bd5]
2024-09-20 17:33:05.759 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-56 ｜ traceId_80a4d1b8-1ffb-4363-9572-c30637590e30 ｜ userLogin 1
2024-09-20 17:33:05.759 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-61 ｜ traceId_80a4d1b8-1ffb-4363-9572-c30637590e30 ｜ userLogin 2
2024-09-20 17:33:05.759 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-65 ｜ traceId_80a4d1b8-1ffb-4363-9572-c30637590e30 ｜ userLogin 3
2024-09-20 17:33:05.759 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-71 ｜ traceId_80a4d1b8-1ffb-4363-9572-c30637590e30 ｜ userLogin 4
2024-09-20 17:33:05.975 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_16a4b1b0-3bcb-4444-a323-42c0a6329c97 ｜ request start, path: /api/user/login, ip: 0:0:0:0:0:0:0:1, params: [UserLoginRequest(userAccount=wzzAdmin, userPassword=12345678), org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@4ea02811]
2024-09-20 17:33:05.976 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-56 ｜ traceId_16a4b1b0-3bcb-4444-a323-42c0a6329c97 ｜ userLogin 1
2024-09-20 17:33:05.976 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-61 ｜ traceId_16a4b1b0-3bcb-4444-a323-42c0a6329c97 ｜ userLogin 2
2024-09-20 17:33:05.977 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-65 ｜ traceId_16a4b1b0-3bcb-4444-a323-42c0a6329c97 ｜ userLogin 3
2024-09-20 17:33:05.979 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-71 ｜ traceId_16a4b1b0-3bcb-4444-a323-42c0a6329c97 ｜ userLogin 4
2024-09-20 17:33:06.019 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-74 ｜ traceId_80a4d1b8-1ffb-4363-9572-c30637590e30 ｜ userLogin 5
2024-09-20 17:33:06.019 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_80a4d1b8-1ffb-4363-9572-c30637590e30 ｜ request end, cost: 261ms
2024-09-20 17:33:06.185 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-74 ｜ traceId_16a4b1b0-3bcb-4444-a323-42c0a6329c97 ｜ userLogin 5
2024-09-20 17:33:06.185 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_16a4b1b0-3bcb-4444-a323-42c0a6329c97 ｜ request end, cost: 210ms
2024-09-20 17:34:22.777 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_0181c0af-d68e-4c6b-b4c6-b0e28f5e5939 ｜ request start, path: /api/user/recommend, ip: 0:0:0:0:0:0:0:1, params: [8, 1, org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@1c0b075c]
2024-09-20 17:34:23.026 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_0181c0af-d68e-4c6b-b4c6-b0e28f5e5939 ｜ request end, cost: 249ms
2024-09-20 17:36:56.094 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_560255f2-6796-4a6e-8845-1793917e1538 ｜ request start, path: /api/user/login, ip: 0:0:0:0:0:0:0:1, params: [UserLoginRequest(userAccount=wzzAdmin, userPassword=12345678), org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@2aa47c95]
2024-09-20 17:36:56.095 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-56 ｜ traceId_560255f2-6796-4a6e-8845-1793917e1538 ｜ userLogin 1
2024-09-20 17:36:56.096 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-61 ｜ traceId_560255f2-6796-4a6e-8845-1793917e1538 ｜ userLogin 2
2024-09-20 17:36:56.096 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-65 ｜ traceId_560255f2-6796-4a6e-8845-1793917e1538 ｜ userLogin 3
2024-09-20 17:36:56.097 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-71 ｜ traceId_560255f2-6796-4a6e-8845-1793917e1538 ｜ userLogin 4
2024-09-20 17:36:56.340 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ c.y.yupao.controller.UserController ｜ line-74 ｜ traceId_560255f2-6796-4a6e-8845-1793917e1538 ｜ userLogin 5
2024-09-20 17:36:56.341 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_560255f2-6796-4a6e-8845-1793917e1538 ｜ request end, cost: 246ms
2024-09-20 17:37:32.892 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_d2dbd9f3-4d96-4395-9d34-485c783ef6da ｜ request start, path: /api/user/recommend, ip: 0:0:0:0:0:0:0:1, params: [8, 1, org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@7ef28d84]
2024-09-20 17:37:32.896 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_d2dbd9f3-4d96-4395-9d34-485c783ef6da ｜ request end, cost: 4ms
2024-09-20 17:37:50.733 | INFO  | 50388 | [http-nio-8080-exec-8] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_e51b366c-60bd-45c8-90d4-45f4cfba0b25 ｜ request start, path: /api/user/recommend, ip: 0:0:0:0:0:0:0:1, params: [8, 1, org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@547eef54]
2024-09-20 17:37:50.749 | INFO  | 50388 | [http-nio-8080-exec-8] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_e51b366c-60bd-45c8-90d4-45f4cfba0b25 ｜ request end, cost: 16ms
2024-09-20 17:37:52.073 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ request start, path: /api/user/current, ip: 0:0:0:0:0:0:0:1, params: [org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@2d978843]
2024-09-20 17:37:52.074 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ c.y.yupao.controller.UserController ｜ line-102 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ getCurrentUser 1
2024-09-20 17:37:52.075 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ c.y.yupao.controller.UserController ｜ line-104 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ getCurrentUser 2
2024-09-20 17:37:52.075 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ c.y.yupao.controller.UserController ｜ line-106 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ getCurrentUser 3
2024-09-20 17:37:52.076 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ c.y.yupao.controller.UserController ｜ line-111 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ getCurrentUser 4
2024-09-20 17:37:52.076 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ c.y.yupao.controller.UserController ｜ line-114 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ getCurrentUser 5
2024-09-20 17:37:52.090 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ c.y.yupao.controller.UserController ｜ line-118 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ getCurrentUser 6
2024-09-20 17:37:52.091 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ c.y.yupao.controller.UserController ｜ line-122 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ getCurrentUser 7
2024-09-20 17:37:52.091 | INFO  | 50388 | [http-nio-8080-exec-1] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_2aeab232-734f-4694-8b84-95ac375f495a ｜ request start, path: /api/team/list, ip: 0:0:0:0:0:0:0:1, params: [TeamQuery(id=null, idList=null, searchText=, name=null, description=null, maxNum=null, userId=null, status=0), org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@119ce8f5]
2024-09-20 17:37:52.091 | INFO  | 50388 | [http-nio-8080-exec-9] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_5a6db016-fd1a-4a3f-98a4-b2f8ed525bd7 ｜ request end, cost: 17ms
2024-09-20 17:37:52.144 | INFO  | 50388 | [http-nio-8080-exec-1] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_2aeab232-734f-4694-8b84-95ac375f495a ｜ request end, cost: 53ms
2024-09-20 17:38:29.569 | INFO  | 50388 | [http-nio-8080-exec-10] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_917e11e2-00ca-48f1-8435-dd965b84aac0 ｜ request start, path: /api/team/list, ip: 0:0:0:0:0:0:0:1, params: [TeamQuery(id=null, idList=null, searchText=, name=null, description=null, maxNum=null, userId=null, status=0), org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@199eead8]
2024-09-20 17:38:29.569 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ request start, path: /api/user/current, ip: 0:0:0:0:0:0:0:1, params: [org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@6a5acdbd]
2024-09-20 17:38:29.569 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ c.y.yupao.controller.UserController ｜ line-102 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ getCurrentUser 1
2024-09-20 17:38:29.570 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ c.y.yupao.controller.UserController ｜ line-104 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ getCurrentUser 2
2024-09-20 17:38:29.570 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ c.y.yupao.controller.UserController ｜ line-106 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ getCurrentUser 3
2024-09-20 17:38:29.570 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ c.y.yupao.controller.UserController ｜ line-111 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ getCurrentUser 4
2024-09-20 17:38:29.570 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ c.y.yupao.controller.UserController ｜ line-114 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ getCurrentUser 5
2024-09-20 17:38:29.590 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ c.y.yupao.controller.UserController ｜ line-118 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ getCurrentUser 6
2024-09-20 17:38:29.590 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ c.y.yupao.controller.UserController ｜ line-122 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ getCurrentUser 7
2024-09-20 17:38:29.591 | INFO  | 50388 | [http-nio-8080-exec-3] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_e74440dc-9f19-4448-b840-caa4b17d1deb ｜ request end, cost: 21ms
2024-09-20 17:38:29.606 | INFO  | 50388 | [http-nio-8080-exec-10] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_917e11e2-00ca-48f1-8435-dd965b84aac0 ｜ request end, cost: 37ms
2024-09-20 17:40:36.878 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_4dd92429-6743-431f-bf99-d6a8e4a26cc5 ｜ request start, path: /api/team/list, ip: 0:0:0:0:0:0:0:1, params: [TeamQuery(id=null, idList=null, searchText=, name=null, description=null, maxNum=null, userId=null, status=0), org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@7e619f77]
2024-09-20 17:40:36.877 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-52 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ request start, path: /api/user/current, ip: 0:0:0:0:0:0:0:1, params: [org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper@559d3913]
2024-09-20 17:40:36.879 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-102 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ getCurrentUser 1
2024-09-20 17:40:36.879 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-104 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ getCurrentUser 2
2024-09-20 17:40:36.879 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-106 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ getCurrentUser 3
2024-09-20 17:40:36.879 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-111 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ getCurrentUser 4
2024-09-20 17:40:36.879 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-114 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ getCurrentUser 5
2024-09-20 17:40:36.902 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-118 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ getCurrentUser 6
2024-09-20 17:40:36.902 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ c.y.yupao.controller.UserController ｜ line-122 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ getCurrentUser 7
2024-09-20 17:40:36.902 | INFO  | 50388 | [http-nio-8080-exec-7] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_5ec30e51-4884-4f9a-bfb0-8418cc8fb089 ｜ request end, cost: 25ms
2024-09-20 17:40:36.917 | INFO  | 50388 | [http-nio-8080-exec-6] ｜ com.yupi.yupao.aop.LogInterceptor ｜ line-60 ｜ traceId_4dd92429-6743-431f-bf99-d6a8e4a26cc5 ｜ request end, cost: 39ms
